dataset_id,movie_name,trial_idx,n_trials_total,start_sample,end_sample,duration_samples,duration_s,acq_rate
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,2,30,12755287,12953634,198347,9.91735,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,3,30,12953634,13152282,198648,9.9324,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,4,30,13152282,13350698,198416,9.9208,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,5,30,13350698,13549093,198395,9.91975,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,6,30,13549093,13747193,198100,9.905,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,7,30,13747193,13945418,198225,9.91125,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,8,30,13945418,14143718,198300,9.915,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,9,30,14143718,14341813,198095,9.90475,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,10,30,14341813,14540476,198663,9.93315,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,11,30,14540476,14738785,198309,9.91545,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,12,30,14738785,14937307,198522,9.9261,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,13,30,14937307,15135241,197934,9.8967,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,14,30,15135241,15333382,198141,9.90705,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,15,30,15333382,15531824,198442,9.9221,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,16,30,15531824,15730167,198343,9.91715,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,17,30,15730167,15928327,198160,9.908,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,18,30,15928327,16126744,198417,9.92085,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,19,30,16126744,16325103,198359,9.91795,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,20,30,16325103,16523392,198289,9.91445,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,21,30,16523392,16721701,198309,9.91545,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,22,30,16721701,16919909,198208,9.9104,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,23,30,16919909,17118199,198290,9.9145,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,24,30,17118199,17316435,198236,9.9118,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,25,30,17316435,17514654,198219,9.91095,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,26,30,17514654,17712598,197944,9.8972,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,27,30,17712598,17910767,198169,9.90845,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,28,30,17910767,18109222,198455,9.92275,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_30x,29,30,18109222,18307075,197853,9.89265,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_3x,0,3,565570,763775,198205,9.91025,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_3x,1,3,763775,962041,198266,9.9133,20000.0
2024.02.26-11.44.42-Rec,step_up_5s_5i_b0_3x,2,3,962041,1160450,198409,9.92045,20000.0
2024.02.26-12.23.03-Rec,baseline_127,0,1,269181,328928,59747,2.98735,20000.0
2024.02.26-12.23.03-Rec,freq_step_5st_3x,0,3,2234393,2732815,498422,24.9211,20000.0
2024.02.26-12.23.03-Rec,freq_step_5st_3x,1,3,2732815,3230888,498073,24.90365,20000.0
2024.02.26-12.23.03-Rec,freq_step_5st_3x,2,3,3230888,3729042,498154,24.9077,20000.0
2024.02.26-12.23.03-Rec,green_blue_3s_3i_3x,0,3,1346287,1585773,239486,11.9743,20000.0
2024.02.26-12.23.03-Rec,green_blue_3s_3i_3x,1,3,1585773,1825437,239664,11.9832,20000.0
2024.02.26-12.23.03-Rec,green_blue_3s_3i_3x,2,3,1825437,2064787,239350,11.9675,20000.0
2024.02.26-12.23.03-Rec,iprgc_test,0,2,18747169,21147169,2400000,120.0,20000.0
2024.02.26-12.23.03-Rec,iprgc_test,1,2,21180696,23580696,2400000,120.0,20000.0
2024.02.26-12.23.03-Rec,moving_h_bar_s5_d8_3x,0,3,3971505,5474582,1503077,75.15385,20000.0
2024.02.26-12.23.03-Rec,moving_h_bar_s5_d8_3x,1,3,5474582,6976009,1501427,75.07135,20000.0
2024.02.26-12.23.03-Rec,moving_h_bar_s5_d8_3x,2,3,6976009,8478585,1502576,75.1288,20000.0
2024.02.26-12.23.03-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8601790,12191489,3589699,179.48495,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,0,30,12411106,12610657,199551,9.97755,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,1,30,12610657,12810003,199346,9.9673,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,2,30,12810003,13009351,199348,9.9674,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,3,30,13009351,13208930,199579,9.97895,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,4,30,13208930,13408687,199757,9.98785,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,5,30,13408687,13608302,199615,9.98075,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,6,30,13608302,13808000,199698,9.9849,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,7,30,13808000,14007210,199210,9.9605,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,8,30,14007210,14206723,199513,9.97565,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,9,30,14206723,14406126,199403,9.97015,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,10,30,14406126,14605658,199532,9.9766,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,11,30,14605658,14805339,199681,9.98405,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,12,30,14805339,15004690,199351,9.96755,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,13,30,15004690,15203520,198830,9.9415,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,14,30,15203520,15402844,199324,9.9662,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,15,30,15402844,15601939,199095,9.95475,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,16,30,15601939,15801228,199289,9.96445,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,17,30,15801228,16000684,199456,9.9728,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,18,30,16000684,16200202,199518,9.9759,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,19,30,16200202,16399734,199532,9.9766,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,20,30,16399734,16598999,199265,9.96325,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,21,30,16598999,16798468,199469,9.97345,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,22,30,16798468,16997931,199463,9.97315,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,23,30,16997931,17196999,199068,9.9534,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,24,30,17196999,17396441,199442,9.9721,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,25,30,17396441,17595849,199408,9.9704,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,26,30,17595849,17795195,199346,9.9673,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,27,30,17795195,17994669,199474,9.9737,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,28,30,17994669,18193942,199273,9.96365,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_30x,29,30,18193942,18393067,199125,9.95625,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_3x,0,3,548915,747972,199057,9.95285,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_3x,1,3,747972,947555,199583,9.97915,20000.0
2024.02.26-12.23.03-Rec,step_up_5s_5i_b0_3x,2,3,947555,1146975,199420,9.971,20000.0
2024.02.26-13.44.15-Rec,baseline_127,0,1,267037,326847,59810,2.9905,20000.0
2024.02.26-13.44.15-Rec,freq_step_5st_3x,0,3,2232076,2730716,498640,24.932,20000.0
2024.02.26-13.44.15-Rec,freq_step_5st_3x,1,3,2730716,3229058,498342,24.9171,20000.0
2024.02.26-13.44.15-Rec,freq_step_5st_3x,2,3,3229058,3726971,497913,24.89565,20000.0
2024.02.26-13.44.15-Rec,green_blue_3s_3i_3x,0,3,1344835,1584256,239421,11.97105,20000.0
2024.02.26-13.44.15-Rec,green_blue_3s_3i_3x,1,3,1584256,1823249,238993,11.94965,20000.0
2024.02.26-13.44.15-Rec,green_blue_3s_3i_3x,2,3,1823249,2062447,239198,11.9599,20000.0
2024.02.26-13.44.15-Rec,iprgc_test,0,2,18767588,21167588,2400000,120.0,20000.0
2024.02.26-13.44.15-Rec,iprgc_test,1,2,21201740,23601740,2400000,120.0,20000.0
2024.02.26-13.44.15-Rec,moving_h_bar_s5_d8_3x,0,3,3970752,5472956,1502204,75.1102,20000.0
2024.02.26-13.44.15-Rec,moving_h_bar_s5_d8_3x,1,3,5472956,6974562,1501606,75.0803,20000.0
2024.02.26-13.44.15-Rec,moving_h_bar_s5_d8_3x,2,3,6974562,8476303,1501741,75.08705,20000.0
2024.02.26-13.44.15-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8599828,12186631,3586803,179.34015,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,0,30,12406547,12605630,199083,9.95415,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,1,30,12605630,12804987,199357,9.96785,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,2,30,12804987,13004229,199242,9.9621,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,3,30,13004229,13203629,199400,9.97,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,4,30,13203629,13403031,199402,9.9701,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,5,30,13403031,13603061,200030,10.0015,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,6,30,13603061,13802771,199710,9.9855,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,7,30,13802771,14002304,199533,9.97665,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,8,30,14002304,14201835,199531,9.97655,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,9,30,14201835,14401636,199801,9.99005,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,10,30,14401636,14601088,199452,9.9726,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,11,30,14601088,14800673,199585,9.97925,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,12,30,14800673,15000095,199422,9.9711,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,13,30,15000095,15199311,199216,9.9608,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,14,30,15199311,15398494,199183,9.95915,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,15,30,15398494,15597806,199312,9.9656,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,16,30,15597806,15796705,198899,9.94495,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,17,30,15796705,15995791,199086,9.9543,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,18,30,15995791,16195224,199433,9.97165,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,19,30,16195224,16394571,199347,9.96735,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,20,30,16394571,16593770,199199,9.95995,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,21,30,16593770,16793127,199357,9.96785,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,22,30,16793127,16992371,199244,9.9622,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,23,30,16992371,17191788,199417,9.97085,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,24,30,17191788,17391633,199845,9.99225,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,25,30,17391633,17591104,199471,9.97355,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,26,30,17591104,17790887,199783,9.98915,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,27,30,17790887,17990179,199292,9.9646,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,28,30,17990179,18189658,199479,9.97395,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_30x,29,30,18189658,18389245,199587,9.97935,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_3x,0,3,547482,746551,199069,9.95345,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_3x,1,3,746551,945803,199252,9.9626,20000.0
2024.02.26-13.44.15-Rec,step_up_5s_5i_b0_3x,2,3,945803,1145367,199564,9.9782,20000.0
2024.02.26-14.21.41-Rec,baseline_127,0,1,287567,347303,59736,2.9868,20000.0
2024.02.26-14.21.41-Rec,freq_step_5st_3x,0,3,2253694,2752827,499133,24.95665,20000.0
2024.02.26-14.21.41-Rec,freq_step_5st_3x,1,3,2752827,3250867,498040,24.902,20000.0
2024.02.26-14.21.41-Rec,freq_step_5st_3x,2,3,3250867,3749228,498361,24.91805,20000.0
2024.02.26-14.21.41-Rec,green_blue_3s_3i_3x,0,3,1365836,1605171,239335,11.96675,20000.0
2024.02.26-14.21.41-Rec,green_blue_3s_3i_3x,1,3,1605171,1844578,239407,11.97035,20000.0
2024.02.26-14.21.41-Rec,green_blue_3s_3i_3x,2,3,1844578,2083770,239192,11.9596,20000.0
2024.02.26-14.21.41-Rec,iprgc_test,0,2,18739726,21139726,2400000,120.0,20000.0
2024.02.26-14.21.41-Rec,iprgc_test,1,2,21171464,23571464,2400000,120.0,20000.0
2024.02.26-14.21.41-Rec,moving_h_bar_s5_d8_3x,0,3,3991578,5494432,1502854,75.1427,20000.0
2024.02.26-14.21.41-Rec,moving_h_bar_s5_d8_3x,1,3,5494432,6995577,1501145,75.05725,20000.0
2024.02.26-14.21.41-Rec,moving_h_bar_s5_d8_3x,2,3,6995577,8496927,1501350,75.0675,20000.0
2024.02.26-14.21.41-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8620031,12208243,3588212,179.4106,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,0,30,12428058,12627916,199858,9.9929,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,1,30,12627916,12827787,199871,9.99355,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,2,30,12827787,13027487,199700,9.985,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,3,30,13027487,13227172,199685,9.98425,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,4,30,13227172,13426761,199589,9.97945,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,5,30,13426761,13626553,199792,9.9896,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,6,30,13626553,13826731,200178,10.0089,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,7,30,13826731,14026614,199883,9.99415,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,8,30,14026614,14225827,199213,9.96065,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,9,30,14225827,14425671,199844,9.9922,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,10,30,14425671,14625374,199703,9.98515,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,11,30,14625374,14824743,199369,9.96845,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,12,30,14824743,15024283,199540,9.977,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,13,30,15024283,15223935,199652,9.9826,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,14,30,15223935,15423601,199666,9.9833,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,15,30,15423601,15623527,199926,9.9963,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,16,30,15623527,15822895,199368,9.9684,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,17,30,15822895,16022468,199573,9.97865,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,18,30,16022468,16222216,199748,9.9874,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,19,30,16222216,16422007,199791,9.98955,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,20,30,16422007,16621557,199550,9.9775,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,21,30,16621557,16821017,199460,9.973,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,22,30,16821017,17020699,199682,9.9841,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,23,30,17020699,17219804,199105,9.95525,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,24,30,17219804,17418938,199134,9.9567,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,25,30,17418938,17618551,199613,9.98065,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,26,30,17618551,17818310,199759,9.98795,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,27,30,17818310,18017878,199568,9.9784,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,28,30,18017878,18216886,199008,9.9504,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_30x,29,30,18216886,18416143,199257,9.96285,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_3x,0,3,567831,767279,199448,9.9724,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_3x,1,3,767279,966711,199432,9.9716,20000.0
2024.02.26-14.21.41-Rec,step_up_5s_5i_b0_3x,2,3,966711,1166094,199383,9.96915,20000.0
2024.02.28-10.42.23-Rec,baseline_127,0,1,267823,328808,60985,3.04925,20000.0
2024.02.28-10.42.23-Rec,freq_step_5st_3x,0,3,2270135,2778206,508071,25.40355,20000.0
2024.02.28-10.42.23-Rec,freq_step_5st_3x,1,3,2778206,3286218,508012,25.4006,20000.0
2024.02.28-10.42.23-Rec,freq_step_5st_3x,2,3,3286218,3794343,508125,25.40625,20000.0
2024.02.28-10.42.23-Rec,green_blue_3s_3i_3x,0,3,1365975,1609822,243847,12.19235,20000.0
2024.02.28-10.42.23-Rec,green_blue_3s_3i_3x,1,3,1609822,1853724,243902,12.1951,20000.0
2024.02.28-10.42.23-Rec,green_blue_3s_3i_3x,2,3,1853724,2097547,243823,12.19115,20000.0
2024.02.28-10.42.23-Rec,iprgc_test,0,2,19219291,21619291,2400000,120.0,20000.0
2024.02.28-10.42.23-Rec,iprgc_test,1,2,21646621,24046621,2400000,120.0,20000.0
2024.02.28-10.42.23-Rec,moving_h_bar_s5_d8_3x,0,3,4041121,5572203,1531082,76.5541,20000.0
2024.02.28-10.42.23-Rec,moving_h_bar_s5_d8_3x,1,3,5572203,7103264,1531061,76.55305,20000.0
2024.02.28-10.42.23-Rec,moving_h_bar_s5_d8_3x,2,3,7103264,8634504,1531240,76.562,20000.0
2024.02.28-10.42.23-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8760356,12419179,3658823,182.94115,20000.0
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,0,30,12642765,12845963,203198,10.1599,20000.0
